comment,todaysWgt,sirename,racetime,record_1,L2comment,L5lbw,L1sp,L2racecourse,ClassL3,ClassL2,ClassL1,raceclass,L2pos,ClassL5,ClassL4,L4going,racecourse,L1dist,diomed,horsenumber,pedigreecomment,pmL3,pedstats,L5sp,sirecomment,L2raceoutcome,record_2_stats,L3dist,L3comment,timestamp,L5ran,L1going,L1pos,L4lbw,racepm,L3sp,record_3_stats,Family,L3pos,L3ran,L1raceoutcome,L1comment,CD,record_4_stats,L5comment,L5going,L4pos,record_1_stats,L5raceoutcome,DI,L3going,L2lbw,todaysWgt_dec,L2dist,L4dist,L1racecourse,WGTL3,WGTL2,WGTL1,racedate,record_5_stats,WGTL5,WGTL4,rpOR,L1lbw,dayssincelastrun,rpTS,racegoing,L3raceoutcome,racename,rpRPR,L4ran,L2ran,L1ran,L2going,L4sp,Pedprizemoney,pmL5,pmL4,L5pos,barrier,pmL2,L3lbw,record_4,record_5,record_2,record_3,L5dist,racedistance,horsename,L4comment,L3racecourse,hage,L2sp,bestodds,L4raceoutcome,pmL1,L4racecourse,L5racecourse
0-13 but runner-up on last five starts and respected on seasonal return.,,,4:20,Flat Turf,"led, hard ridden and headed 1f out, one pace",2,4.0,Wol,C53yHc 2K,C63yHc 2K,C6Hc 2K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,2,C63yCl 2K,C6Hc 2K,Gd,Catterick,7.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",11,(CLOSE),2K,,4.0,"top-class 2yo, won Prix Morny & Middle Park, high-class 6-7f 3yo; good source of sprinters/milers",2/9 (20.25L Marmarus 9-7) b 7/2J,": :4:0:3:0:£0:£2,406: 54 : 65 : 60",7.0,"chased leaders, ridden over 1f out, hung left and stayed on inside final furlong",2015-04-08 10:04:47.978015,7,St,2,1½,4K,6.0,": :13:0:6:0:£0:£4,686: - : - : -",,2,8,2/11 (0.5L Rich Again 9-6) b 7/2F,"soon chasing leaders, led over 1f out, soon ridden, headed near finish",,,"chased leaders, chased winner 2f out, hung left and kept on same pace inside final furlong",GS,2,": :9:0:3:0:£0:£2,280: 52 : 58 : 60",2/7 (2L Rough Courte 8-7) b 33/1,,St,2¼,,7.0,7.0,Wol,8-7,8-13,8-11,2015-04-08,,8-7,8-9,60,½,180,73,GS,2/8 (20.5L Derbyshire 8-12) b 25/1,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,88,14,9,11,St,3.0,,2K,2K,2,10,2K,2½,,,All-weather,Rules Races,8.0,7.0,SLINGSBY,"switched right after start, led, headed and no extra well inside final furlong",Wol,4,4.0,,2/14 (10.5L Smart Alec 9-1) b 15/2,2K,Cat,Red
On last winning mark and step back up in trip should suit but needs to revive.,,,4:20,Flat Turf,"prominent on inner, 4th and scrubbed along to hold place 2 1/2f out, ridden and not quicken over 1 1/2f out, eased when beaten final furlong",5,7.0,Sai,C4Hc 5K,3y 9K,C5Hc 3K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,0,3y 6K,C53yHc 3K,GS,Catterick,6.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",7,,5K,,1.0,"high-class 2yo over 6f, later top-class miler, won St. James's Palace S; good start with first 2yos",10/12 (130.5L Sahand 9-0) 134/10,: :1:0:0:0:£0:£0: - : 39 : 68,8.0,"soon led, ridden and headed over 3f out, weakened over 2f out",2015-04-08 10:04:47.969751,12,St,7,1¼,4K,2.0,": :11:2:1:0:£5,499:£7,711: - : - : -",,2,12,7/9 (130.5L Poppy Bond 9-6) 16/1,"towards rear, ridden along halfway, never dangerous",,,"pressed leader on inner, outpaced by leaders 2 1/2f out, ridden 1 1/2f out, kept on gamely final furlong to hold on to 4th",GS,2,": :10:2:1:0:£5,499:£7,711: 55 : 75 : 68",4/12 (5L Little Big Shot 9-3) 83/10,,GS,13½,,8.0,7.0,Sth,8-8,9-3,9-7,2015-04-08,,9-11,9-3,68,13½,14,69,GS,12/12 (180.5L Berlusca 9-9) 13/2,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,89,9,12,9,Sf,1.0,,6K,3K,4,11,9K,18½,,,All-weather,Rules Races,7.0,7.0,WE´LL SHAKE HANDS,"soon close up, challenged 3f out, ridden and every chance when hampered 1 1/2f out, soon switched right and driven to chase winner inside final furlong, kept on",Hay,4,1.0,,2/9 (10.25L Comino 9-4) 11/4F,3K,Thi,Die
Needs to get back near best but return to this track is a positive and handles most ground,,,4:20,Flat Turf,"took keen hold, held up, effort over 2f out, edged left and no impression from over 1f out",7,7.0,Ncs,C6Hc 2K,C5Hc 2K,C5Hc 3K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,7,C5Hc 2K,C5Hc 2K,GF,Catterick,7.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",10,"Breeder: J Hanly, Castlemartin Sky  Skymarc Far Winnings: 14 Starts: 1 - 2 - 2, £5,465  A 125,000gns yearling.(CLOSE)",2K,"(IRE) b. G, 2010 {10-c} DP = 2-6-9-1-0 (18)  DI = 2.27  CD = 0.50 - 14 Starts, 1 Wins, 2 Places, 2 Shows   £5,465",2.0,"top-class sprint 2yo, won Prix Morny; capable of siring fast 2yos, best progeny Elusive Wave",7/11 (6L Exclusive Waters 9-1) b 12/1,": :5:0:1:2:£0:£1,768: 52 : 72 : 62",7.0,"tracked leaders, switched left to outer and headway 2f out, ridden well over 1f out, led inside final furlong, driven out",2015-04-08 10:04:47.976024,13,St,8,3½,4K,5.0,": :22:2:2:3:£5,314:£8,530: - : - : -",,1,8,8/9 (60.5L Rouge Nuage 9-4) b 16/1,"held up, headway over 1f out, weakened inside final furlong",0.50,,"tracked leader, took keen hold, weakened final 150yds",GF,5,": :17:2:1:1:£5,314:£6,762: 64 : 69 : 62",7/13 (7L Broctune Papa Gio 9-8) b 11/1,2.27,Gd,6,,8.0,7.0,Wol,9-3,9-3,8-8,2015-04-08,,9-6,8-12,62,6½,12,84,GS,1/8 (0.75L Nelson's Bay 8-9) b 9/2,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,89,14,11,9,GF,5.0,,2K,2K,7,3,2K,¾,,,All-weather,Rules Races,8.0,7.0,TANAWAR,"led, pushed along well over 2f out, ridden and wandered well over 1f out, headed and driven approaching final furlong, weakened",Cat,5,3.0,,5/14 (30.5L Broctune Papa Gio 9-0) b 14/1,3K,Red,Ncs
Needs to raise game on return and both wins have been gained on good to firm.,,,4:20,Flat Turf,"held up, hampered over 7f out, headway over 1f out, not trouble leaders",3¾,9.0,Wol,C5Hc 2K,C5Cl 2K,C5Hc 2K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,5,C5Hc 2K,C5Hc 3K,St,Catterick,8.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",8,(CLOSE),2K,,1.0,"lightly raced, smart 6-7f 2yo, won 2000 Guineas on only start at 3; capable of siring good 2yos",5/9 (40.5L Dialogue 8-1) 12/1,": :10:0:1:3:£0:£1,951: 60 : 68 : 65",7.0,"held up, headway and not clear run over 1f out, ran on, not trouble leaders",2015-04-08 10:04:47.971963,17,St,6,5,4K,1.0,": :21:2:4:3:£4,205:£8,978: - : - : -",,5,12,6/8 (80.75L Queen Of Skies 8-9) 8/1,"prominent early, pushed along and lost place after 3f, switched right and wide straight, never dangerous",,,"raced centre, chased leaders, led that group over 2f out until inside final furlong, stayed on same pace, 5th of 14 in group",Sf,4,": :11:2:3:0:£4,205:£7,027: 55 : 69 : 65",6/17 (30.75L Echo Of Lightning 10-8) 20/1,,St,4½,,5.0,7.0,Sth,9-3,8-9,8-12,2015-04-08,,11-3,8-12,65,8¾,113,72,GS,5/12 (20.75L Malaysian Boleh 9-3) 10/1,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,86,12,9,8,St,8.0,,2K,3K,6,5,2K,2¾,,,All-weather,Rules Races,7.0,7.0,THE DUKKERER,"slowly into stride, held up, headway under pressure over 1f out, not reach leaders",Wol,4,3.0,,4/12 (5L Bint Dandy 8-10) 7/1,2K,Wol,Lei
4lb lower than for C&D win last summer and interesting if she can bounce back again.,,,4:20,Flat Turf,"took keen hold, held up in 7th off moderate pace, ridden and tried to close on leaders over 1f out, faded inside final furlong",3¼,6.0,Lin,C4Hc 4K,C4Hc 5K,C4Hc 5K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,7,C3Hc 9K,C4Hc 6K,Sf,Catterick,8.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",6,"Breeder: Leo SchlizState Bred: CA Winnings: 24 Starts: 2 - 3 - 4, $4,583(CLOSE)",4K,"gr. F, 1977 {A13} DP = 3-2-12-1-0 (18)  DI = 1.57  CD = 0.39 - 24 Starts, 2 Wins, 3 Places, 4 Shows   $4,583",9.0,"top-class 2-4yo sprinter in Aus/UK; good record with 2yos/sprinters/milers, inc. Olympic Glory",7/8 (30.5L Maiden Approach 9-1) 20/1,": :13:2:2:1:£3,821:£6,035: 59 : 72 : 68",8.0,"prominent, challenged 2f out, weakened final furlong",2015-04-08 10:04:47.941662,13,St,6,11½,4K,4.0,: :1:0:0:0:£0:£0: - : - : -,,7,8,6/9 (190.5L Vivat Rex 9-5) 25/1,always towards rear,0.39,": :32:7:4:2:£21,636:£28,806: - : - : -","prominent, ridden over 2f out, kept on same pace approaching final furlong",GF,1,": :18:5:2:1:£17,814:£22,771: 79 : 86 : 68",5/13 (30.25L Camerooney 8-12) 8/1,1.57,St,3½,,8.0,7.0,Sth,8-11,8-11,8-12,2015-04-08,,9-9,9-4,68,19½,14,93,GS,7/8 (6L Miss Buckshot 8-7) 33/1,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,93,15,8,9,St,5.0,,9K,6K,5,1,5K,6,Rules Races,,All-weather,Hurdle,8.0,7.0,TRUE PLEASURE,"in touch, ridden along over 2f out, soon driven and weakened",Kem,8,1.0,,11/15 (110.5L Comino 9-0) 14/1,5K,Cat,Ayr
21-race losing run but dangerous mark and much better effort at Wolverhampton last time.,,,4:20,Flat Turf,"towards rear, ridden along halfway, soon behind",10,4.0,Sth,C4Hc 4K,C4Hc 5K,C4Hc 5K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,7,C4Hc 6K,C4Hc 5K,Gd,Catterick,7.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",2,"Owner: Dr R LambeA €170,000 yearling.(CLOSE)",4K,"(IRE) ch. G, 2006 {16-c} DP = 8-0-12-4-0 (24)  DI = 1.40  CD = 0.50",8.0,"top-class 2yo, won 2,000 Guineas & Eclipse; can get autumn 2yo winners, progeny progress. Dead",7/9 (27L Marciano 8-0) 14/1,": :11:3:3:0:£7,146:£9,077: 77 : 91 : 75",7.0,"held up in touch, driven and outpaced over 2f out, soon beaten",2015-04-08 10:04:47.932241,9,St,6,2,4K,2.0,": :56:9:8:4:£44,909:£61,467: - : - : -",,7,10,6/10 (30.5L Claim The Roses 9-5) v 33/1,"chased leader until ridden over 1f out, stayed on same pace final furlong",0.50,,"chased leader, ridden over 2f out, weakened over 1f out",Gd,4,": :45:6:5:4:£37,763:£52,390: 89 : 97 : 75",7/9 (10L Khelman 9-9) v 7/1,1.40,Gd,27,,7.0,6.0,Wol,9-4,9-7,9-0,2015-04-08,,9-10,9-4,75,3½,29,82,GS,7/10 (150.5L Tiger Jim 8-7) p 11/1,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,91,9,9,10,St,8.0,,6K,5K,7,2,5K,15½,,,All-weather,Rules Races,7.0,7.0,POWERFUL PRESENCE,"tracked leaders, headway 2f out, soon ridden, kept on final furlong, nearest finish",Ncs,9,5.0,,4/9 (2L Cruise Tothelimit 8-13) 7/1,5K,Hay,Mus
Bit risky back at 7f but on last winning mark and could get involved on reappearance.,,,4:20,Flat Turf,"chased leaders, ridden along well over 1f out, gradually weakened",8½,10.0,Pon,C4Hc 6K,C4Hc 6K,C5Hc 3K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,6,C5Hc 3K,C5Hc 3K,Gd,Catterick,6.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",3,(CLOSE),6K,,9.0,"lightly raced, smart 6-7f 2yo, won 2000 Guineas on only start at 3; capable of siring good 2yos",6/10 (9L Sunraider 9-0) 16/1,": :36:4:3:9:£14,162:£22,760: - : - : -",6.0,"tracked leaders, headway to challenge when rider dropped whip entering final furlong, kept on",2015-04-08 10:04:47.934500,8,GS,3,6¼,4K,10.0,,,2,10,13/14 (13L Lucky Lodge 8-7) 9/1,"dwelt, held up, never threatened",,,"took keen hold, held up in rear, effort and some headway 2f out, soon ridden and beaten",GF,7,": :36:4:3:9:£14,162:£22,760: 69 : 82 : 71",7/8 (80.5L Poyle Vinnie 9-6) 8/1,,GS,9,,6.0,6.0,Ncs,8-7,8-3,9-4,2015-04-08,,9-9,9-9,71,13,176,73,GS,2/10 (0.5L Cruise Tothelimit 9-6) 9/1,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,88,12,10,14,GF,8.0,,3K,3K,7,7,6K,½,,,Rules Races,,5.0,7.0,TEETOTAL,"dwelt, switched left after start, in rear, headway on outside over 1f out, never near leaders",Thi,5,7.0,,7/12 (60.25L Poyle Vinnie 10-0) 7/1,3K,Pon,Pon
Needs to raise game but feasibly treated if he can rediscover spark back on turf.,,,4:20,Flat Turf,"in touch in midfield, ridden and lost place on outer bend 2f out, no impression over 1f out",¼,9.0,Lin,C5Hc 3K,C5Hc 3K,C4Hc 5K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,9,C5Hc 2K,C4Hc 5K,St,Catterick,8.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",4,"Breeder: Tod Mtn. ThoroughbredsState Bred: BC Winnings: 6 Starts: 2 - 3 - 0, $105,518Won Sadie Diamond Futurity [Hst].(CLOSE)",3K,"(CAN) b. M, 1999 {9-f} DP = 2-8-16-0-0 (26)  DI = 2.25  CD = 0.46 - 6 Starts, 2 Wins, 3 Places, 0 Shows   $105,518",8.0,"high-class older colt over 6-7f, family of Cape Cross & Diktat; very good source of 2yos",9/9 (4L Pactolus 9-5) b 7/1,": :10:1:1:2:£2,264:£5,079: 72 : 78 : 68",5.0,"chased leaders, ridden and every chance over 1f out, no extra inside final furlong",2015-04-08 10:04:47.936770,10,St,6,4¼,4K,6.0,": :23:2:3:5:£6,146:£14,373: - : - : -",,5,10,6/8 (40.5L Loyalty 9-4) p 8/1,"led, ridden over 1f out, soon headed and no extra, weakened inside final furlong",0.46,,"held up in touch, ridden over 1f out, ran on",St,4,": :13:1:2:3:£3,881:£9,294: 53 : 79 : 70",3/10 (0.25L Lucky Lodge 8-9) p 7/1,2.25,St,4,,7.0,7.0,Cfd,9-5,9-5,8-11,2015-04-08,,9-3,9-0,70,4½,27,65,GS,5/10 (4L Ready 9-7) b1 5/1,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,91,7,9,8,St,6.0,,2K,5K,3,4,3K,4,,,All-weather,Rules Races,7.0,7.0,BEAUTIFUL STRANGER,"soon switched right and held up, headway on outer over 3f out, ridden to chase leaders 2f out, driven and edged left over 1f out, soon beaten",Wol,4,8.0,,4/7 (40.25L Westminster 8-13) p 5/1,5K,Sth,Wol
Comfortably completed double at Southwell latest; potentially well treated back on turf.,,,4:20,Flat Turf,"close up, led over 3f out, pushed clear over 2f out, ridden over 1f out, kept on",3,1.0,Sth,C6Hc 2K,C5Hc 3K,C6Hc 2K,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,1,C53yHc 3K,C53yHc 3K,Gd,Catterick,7.0,"  PLAYTOTHEWHISTLE has been a big improver with a visor applied on Fibresand recently and is well treated under a penalty if he can transfer his progress back to turf. Slingsby finished second on his final five runs last year and could go well again on his return, while C&D winner True Pleasure is well treated if she can recapture form dropped back in trip/grade. Piceno also needs to revive but he bounced back with an all-the-way win in this race last year. ",5,"Breeder: Catridge Farm Stud Ltd (GB)Foaled 12th January 2011. A £10,000 yearling,Doncaster sales GB(CLOSE)",2K,"(GB) b. C, 2011 {9-h} DP = 1-1-7-2-1 (12)  DI = 0.85  CD = -0.08",6.0,"6f winner at 2, later top-class sprinter, winner of July Cup; moved to Italy 2015",1/10 (1L Blazeofenchantment 9-4) v1 9/1,": :7:2:1:1:£5,822:£7,073: 66 : 80 : 64",8.0,"towards rear, ridden along 3f out, kept on final 2f, nearest finish",2015-04-08 10:04:47.938982,9,St,1,16,4K,7.0,": :10:2:1:1:£5,822:£7,073: - : - : -",,5,10,1/8 (5L Amenable 9-7) v 15/8F,"prominent, close up halfway, wide straight, led over 2f out, ridden clear over 1f out, kept on strongly",N/A,,"held up towards rear, headway on wide outside 3f out, ridden over 2f out, stayed on approaching final furlong, nearest finish",GS,0,: :3:0:0:0:£0:£0: 33 : 62 : 64,6/9 (3L Comino 9-4) 25/1,0.85,St,1,,8.0,8.0,Sth,9-7,8-4,9-1,2015-04-08,,8-9,9-1,70,5,8,45,GS,5/10 (50.25L With Hindsight 8-11) 6/1,  catterickbridge.co.uk Handicap  (CLASS 5) (4yo+ 0-75) ,92,10,10,8,St,7.0,,3K,3K,6,9,3K,5¼,,,All-weather,Rules Races,7.0,7.0,PLAYTOTHEWHISTLE,"in rear-division, headway over 4f out, soon chasing leaders, driven and lost place 2f out, eased when behind closing stages",Sth,4,10.0,,10/10 (16L Rangi Chase 9-1) 16/1,2K,Thi,Thi
Fair mark and has won on seasonal return but tactical speed will be tested back at 1m4f,,,3:20,Flat Turf,"chased leaders, ridden over 2f out, outpaced when not much room briefly over 1f out, soon beaten",,6.0,Rip,C4Hc 6K,C4Hc 6K,C4Hc 5K,  Tom Sowerby 18th Birthday Handicap  (A Qualifier for the 2015 Catterick Twelve Furlong Series)  (CLASS 4) (4yo+ 0-85) ,5,C3Hc 8K,C2Hc 24K,GF,Catterick,6.0,  POETIC VERSE recorded a personal best when a smooth winner over C&D on her last run in this sphere and is an interesting contender returned to the Flat on her reappearance. Asteroidea ended last season with a good second in a 0-90 at Pontefract and is open to more improvement as a front-running handicapper. Light Of Asia probably needs to resume his progress on his return for a new yard but he is still unexposed at this trip and is effective on slow ground. ,3,Owner: Sheikh Hamdan Al Maktoum  Breeder: Shadwell Estates Co Ltd(CLOSE),6K,"(GB) b. C, 2006 {6-e} DP = 2-1-4-3-0 (10)  DI = 1.00  CD = 0.20",4.0,"top-class 2yo, later high-class miler, good sire of 2yos and 3yo+ over variety of trips",5/8 (60.75L Brigadoon 9-9) t 20/1,": :1:0:1:0:£0:£1,407: 87 : 89 : 82",5.0,"soon chasing leaders, edged left and weakened final furlong",2015-04-08 10:04:48.438101,7,Sf,2,6,10K,10.0,": :49:6:1:5:£44,970:£63,397: - : - : -",,7,12,12/12 (74L Precision Strike 9-0) t 25/1,"held up, struggling 4f out, eased when well beaten over 1f out",0.20,,"held up towards rear, headway 10f out, chasing leader over 2f out, led last 150yds, edged right, just held on",GF,8,": :48:6:0:5:£44,970:£61,990: 91 : 98 : 82",1/7 (shd See And Be Seen 8-8) t 3/1F,1.00,GF,6¾,,2.0,5.0,Hay,10-0,9-11,9-12,2015-04-08,,9-3,8-9,82,74,173,88,GS,7/12 (10L Entihaa 9-9) t 9/1,  Tom Sowerby 18th Birthday Handicap  (A Qualifier for the 2015 Catterick Twelve Furlong Series)  (CLASS 4) (4yo+ 0-85) ,93,16,8,12,Gd,2.0,,8K,24K,1,6,6K,10,,,All-weather,Rules Races,5.0,11.0,ITLAAQ,"mid-division, steady headway over 3f out, not clear run 2f out, one pace",Yor,9,1.0,,8/16 (6L Edge Of Sanity 9-6) t 11/1,5K,Yor,Yor
Won 6f Lingfield claimer latest and strong contender back at 7f on turf after a break.,,,3:50,Flat Turf,"led to 4f out, pressed leader after, kept on well to lead again inside final furlong, headed and no extra last 75yds",¾,1.0,Kem,C3Hc 7K,C4Hc 4K,C6Cl 2K,  Download New Racing UK iPad App Claiming Stakes  (CLASS 6) (3yo+) ,3,C4Hc 4K,C4Hc 5K,St,Catterick,6.0,  STONEFIELD FLYER had a productive time during the winter and won a claimer in good style when last seen in January. He looks a leading contender again returned to turf and represents a yard with a 29% record in claimers in recent seasons. Trixie Malone was disappointing under similar conditions on her final run last season but she was a progressive triple winner on slow ground last spring and could be a handful if she can get back near her best on her reappearance. ,2,"Owner: G. R. Leckie  Breeder: Ian Crawford And Gordon Leckie Winnings: 6 Starts: 2 - 3 - 0, £19,429(CLOSE)",7K,"(GB) b. C, 2009 {8-k} DP = 6-3-7-0-0 (16)  DI = 3.57  CD = 0.94 - 6 Starts, 2 Wins, 3 Places, 0 Shows   £19,429",1.0,"winner of G3 Jersey Stakes, brother to Lowther winner Bint Allayl; good source of 2yo winners",3/8 (0.75L Brigliadoro 9-3) p 5/1,": :13:3:0:2:£12,162:£16,959: 80 : 92 : 81",6.0,"led 1f, remained with leaders until led again over 2f out, ridden over 1f out, headed towards finish",2015-04-08 10:04:47.725880,11,St,1,3¾,3K,1.0,": :4:0:1:0:£0:£12,636: 97 : 97 : 81",,3,10,1/4 (30.75L Waterloo Dock 8-7) p 4/5F,"chased leader, shaken up to lead over 1f out, ridden clear final furlong, readily",0.94,": :34:5:4:3:£18,634:£42,114: - : - : -","chased leader, ridden over 2f out, kept on to lead final 100yds",St,8,": :21:2:4:1:£6,473:£25,155: 97 : 100 : 81",1/11 (0.75L Another Try 8-3) p 15/8F,3.57,St,¾,,7.0,7.0,Lin,8-9,9-2,9-5,2015-04-08,,9-4,9-3,81,3¾,82,65,GS,3/10 (0.75L Secondo 9-4) p 11/2,  Download New Racing UK iPad App Claiming Stakes  (CLASS 6) (3yo+) ,85,10,8,4,St,6.0,,4K,5K,1,6,4K,¾,Rules Races,,All-weather,Stakes,7.0,7.0,STONEFIELD FLYER,"in touch in midfield, switched left 2f out, pushed right and hampered over 1f out, np impression final furlong",Wol,6,6.0,,8/10 (30.75L Pretty Bubbles 9-0) p 5/1,2K,Kem,Kem
